neighbourhood_group;neighbourhood;room_type;price;minimum_nights;number_of_reviews;reviews_per_month;calculated_host_listings_count;availability_365
Cascais;Cascais e Estoril;Entire home/apt;145;3;0;;2;172
Lisboa;Misericrdia;Entire home/apt;100;1;3;0.80;15;353
Lisboa;Misericrdia;Entire home/apt;60;2;9;2.35;7;365
Lisboa;Parque das Naes;Entire home/apt;150;2;3;3;6;237
Lisboa;Estrela;Entire home/apt;110;2;12;3.10;1;347
Mafra;Ericeira;Entire home/apt;55;2;0;;13;365
Lisboa;Santa Maria Maior;Entire home/apt;90;2;10;2.54;2;340
Lisboa;Santo Antnio;Private room;29;1;19;4.10;38;25
Lisboa;Santo Antnio;Entire home/apt;100;7;0;;1;0
Lisboa;Misericrdia;Private room;25;1;7;1.63;38;175
Lisboa;Misericrdia;Private room;25;1;2;0.71;38;174
Lisboa;So Vicente;Entire home/apt;64;4;5;1.88;1;166
Lisboa;Arroios;Private room;40;1;32;6.62;26;124
Lisboa;Areeiro;Private room;25;3;1;0.37;19;0
Lisboa;Misericrdia;Private room;25;1;7;1.71;38;168
Loures;Moscavide e Portela;Entire home/apt;80;3;5;1.18;1;262
Lisboa;Areeiro;Private room;40;3;1;0.42;19;0
Lisboa;Belm;Entire home/apt;45;2;11;2.50;5;361
Lisboa;Areeiro;Private room;40;3;1;0.44;19;0
Mafra;Ericeira;Private room;22;1;19;4.45;2;114
Lisboa;Santo Antnio;Entire home/apt;72;4;4;0.86;10;340
Lisboa;Marvila;Entire home/apt;130;1;1;1;1;364
Lisboa;Arroios;Entire home/apt;66;4;1;0.39;10;352
Lisboa;So Vicente;Private room;80;1;0;;1;357
Lisboa;Lumiar;Private room;22;1;1;0.21;2;180
Lisboa;So Domingos de Benfica;Private room;45;1;15;3.31;1;302
Cascais;Carcavelos e Parede;Entire home/apt;160;7;0;;1;148
Sintra;Queluz e Belas;Entire home/apt;60;2;9;2.11;1;334
Cascais;Cascais e Estoril;Private room;26;1;1;0.26;2;128
Lisboa;Estrela;Private room;30;2;2;0.41;1;0
Cascais;Cascais e Estoril;Private room;40;3;4;0.88;1;365
Lisboa;Penha de Frana;Private room;30;2;2;0.41;7;0
Lisboa;Campo de Ourique;Entire home/apt;99;2;0;;7;179
Lisboa;Penha de Frana;Entire home/apt;90;2;9;2.43;1;150
Lisboa;Misericrdia;Private room;25;1;13;3.31;38;176
Mafra;Ericeira;Entire home/apt;90;2;4;1.03;12;363
Lisboa;Penha de Frana;Entire home/apt;65;2;17;3.89;13;346
Lisboa;So Vicente;Entire home/apt;125;2;12;2.61;1;361
Lisboa;Santa Maria Maior;Entire home/apt;83;2;16;3.43;1;360
Mafra;Carvoeira;Entire home/apt;90;3;0;;9;248
Cascais;Cascais e Estoril;Hotel room;25;2;1;0.24;8;363
Lisboa;Santa Maria Maior;Entire home/apt;79;2;13;3.64;1;357
Lisboa;Olivais;Entire home/apt;149;4;0;;4;365
Lisboa;Areeiro;Entire home/apt;89;1;10;2.70;2;358
Cascais;Cascais e Estoril;Private room;200;1;0;;8;359
Lisboa;So Vicente;Entire home/apt;51;4;11;2.37;10;337
Lisboa;Campo de Ourique;Entire home/apt;85;4;9;2.35;13;296
Lisboa;Olivais;Entire home/apt;149;4;1;0.24;4;365
Lisboa;Santo Antnio;Entire home/apt;69;2;0;;192;361
Lourinh;Reguengo Grande;Private room;40;1;3;0.67;5;354
Lisboa;Estrela;Entire home/apt;90;1;24;5.18;1;323
Lisboa;Santo Antnio;Entire home/apt;94;2;3;1.22;192;358
Lisboa;Santo Antnio;Entire home/apt;95;2;0;;192;358
Lisboa;Santo Antnio;Entire home/apt;94;2;1;0.31;192;324
Cascais;Cascais e Estoril;Entire home/apt;400;3;0;;5;178
Lisboa;Penha de Frana;Private room;22;2;24;5.54;1;360
Lisboa;Santo Antnio;Entire home/apt;90;2;3;0.89;192;363
Lisboa;Santo Antnio;Entire home/apt;129;2;0;;192;334
Lisboa;Santo Antnio;Entire home/apt;134;2;0;;192;345
Cascais;Cascais e Estoril;Entire home/apt;30;2;4;1.17;1;71
Lisboa;Santo Antnio;Entire home/apt;69;2;0;;192;361
Lisboa;Santo Antnio;Entire home/apt;90;2;3;0.99;192;327
Lisboa;Penha de Frana;Private room;33;1;14;3.96;2;346
Lisboa;Misericrdia;Private room;40;1;14;3.21;38;61
Lisboa;Misericrdia;Private room;35;1;16;3.84;38;47
Lisboa;Penha de Frana;Private room;25;1;4;0.90;6;347
Lisboa;Estrela;Entire home/apt;80;3;14;3.02;8;343
Lisboa;So Vicente;Entire home/apt;65;4;10;2.33;10;350
Lisboa;Misericrdia;Entire home/apt;95;2;2;0.50;14;0
Lisboa;Arroios;Entire home/apt;999;3;8;2.12;1;353
Lisboa;Misericrdia;Private room;30;1;6;1.40;38;25
Lisboa;Misericrdia;Private room;40;1;9;2.14;38;46
Lisboa;Estrela;Entire home/apt;80;4;3;0.77;10;270
Lisboa;Misericrdia;Private room;35;1;13;3.05;38;25
Mafra;Ericeira;Entire home/apt;65;3;0;;13;365
Cascais;Carcavelos e Parede;Entire home/apt;80;1;7;1.48;2;237
Mafra;Ericeira;Entire home/apt;65;3;0;;13;365
Lisboa;Misericrdia;Private room;30;1;17;3.72;38;25
Mafra;Ericeira;Entire home/apt;75;3;0;;13;365
Mafra;Ericeira;Entire home/apt;55;3;0;;13;365
Lisboa;Arroios;Entire home/apt;110;2;1;0.32;1;335
Lisboa;Belm;Entire home/apt;40;1;14;3.04;1;170
Lisboa;Alcntara;Private room;40;2;4;1.10;1;149
Lisboa;Estrela;Private room;30;2;3;0.83;2;149
Mafra;Carvoeira;Entire home/apt;97;1;1;0.23;29;0
Cascais;Cascais e Estoril;Entire home/apt;100;2;4;0.92;26;23
Lisboa;Santo Antnio;Entire home/apt;59;4;1;0.30;10;358
Lisboa;Estrela;Private room;25;2;3;0.94;2;149
Mafra;Santo Isidoro;Entire home/apt;50;3;12;2.88;1;348
Lisboa;Santa Maria Maior;Entire home/apt;90;2;10;2.48;7;306
Lourinh;Reguengo Grande;Private room;40;1;5;1.15;5;363
Lisboa;So Vicente;Entire home/apt;80;4;3;0.68;10;329
Loures;Moscavide e Portela;Entire home/apt;124;2;7;1.72;1;350
Lourinh;Reguengo Grande;Entire home/apt;150;1;5;1.13;5;359
Lisboa;Santa Maria Maior;Entire home/apt;150;5;0;;1;349
Lisboa;Estrela;Entire home/apt;71;1;0;;57;359
Lisboa;Estrela;Entire home/apt;68;1;4;0.99;57;363
Lourinh;Reguengo Grande;Private room;80;1;0;;5;360
Lisboa;Arroios;Private room;22;1;15;3.33;4;325
Lisboa;So Vicente;Entire home/apt;80;4;6;2.57;10;144
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;300;5;0;;1;179
Lisboa;Arroios;Entire home/apt;98;3;1;0.33;5;0
Lisboa;Arroios;Entire home/apt;59;3;16;3.48;6;344
Lisboa;Areeiro;Private room;20;1;3;0.76;30;271
Lisboa;Olivais;Entire home/apt;119;4;1;0.32;4;365
Lisboa;Santa Maria Maior;Entire home/apt;50;2;25;5.40;3;305
Lisboa;Olivais;Entire home/apt;119;4;1;0.22;4;356
Lisboa;Misericrdia;Private room;40;1;17;3.70;38;28
Lisboa;Marvila;Entire home/apt;48;1;21;4.41;1;293
Lisboa;So Vicente;Entire home/apt;75;4;5;1.12;10;152
Lisboa;So Vicente;Entire home/apt;77;4;5;2.31;10;160
Cascais;Cascais e Estoril;Entire home/apt;200;3;10;2.17;2;68
Cascais;Alcabideche;Entire home/apt;62;1;14;3.04;1;365
Lisboa;Misericrdia;Entire home/apt;100;1;6;1.65;15;336
Lisboa;Santa Maria Maior;Entire home/apt;150;2;0;;3;322
Lisboa;Ajuda;Entire home/apt;45;1;29;7.02;2;157
Lisboa;So Vicente;Entire home/apt;51;2;23;5.52;2;261
Lisboa;Arroios;Entire home/apt;60;3;5;1.38;2;179
Lisboa;Arroios;Entire home/apt;180;4;26;5.45;18;51
Mafra;Santo Isidoro;Entire home/apt;140;3;4;1.03;1;214
Lisboa;Estrela;Entire home/apt;80;3;8;2.03;8;360
Lisboa;Estrela;Entire home/apt;80;3;6;1.30;8;301
Lisboa;Estrela;Entire home/apt;80;3;15;3.46;8;286
Cascais;Carcavelos e Parede;Entire home/apt;110;1;0;;3;344
Lisboa;Estrela;Entire home/apt;80;3;3;0.70;8;357
Lisboa;Benfica;Private room;35;1;8;1.71;8;343
Lisboa;Estrela;Entire home/apt;80;3;14;3.50;8;335
Lisboa;Estrela;Entire home/apt;80;3;8;1.78;8;338
Lisboa;Lumiar;Entire home/apt;40;2;7;1.60;39;359
Lisboa;Benfica;Private room;35;1;0;;8;165
Cascais;Cascais e Estoril;Private room;50;2;4;0.87;12;365
Lisboa;Benfica;Private room;35;1;3;0.63;8;179
Mafra;Santo Isidoro;Entire home/apt;180;2;1;0.29;4;356
Cascais;Carcavelos e Parede;Entire home/apt;49;2;6;1.68;1;134
Lisboa;Parque das Naes;Private room;100;1;1;0.25;10;338
Cascais;Cascais e Estoril;Entire home/apt;85;3;5;1.15;6;170
Cascais;Cascais e Estoril;Entire home/apt;350;5;1;0.26;1;363
Cascais;Carcavelos e Parede;Private room;39;3;15;3.49;3;99
Cascais;Cascais e Estoril;Private room;50;2;6;1.53;12;345
Sintra;Agualva e Mira-Sintra;Entire home/apt;59;1;1;0.41;3;332
Lisboa;Penha de Frana;Entire home/apt;90;1;7;1.56;1;179
Lisboa;Penha de Frana;Private room;50;2;2;0.45;7;0
Cascais;Cascais e Estoril;Entire home/apt;150;2;6;1.38;1;361
Sintra;Agualva e Mira-Sintra;Entire home/apt;71;1;4;1.03;3;309
Lisboa;Avenidas Novas;Private room;30;2;7;1.98;12;331
Cascais;Carcavelos e Parede;Entire home/apt;50;4;5;1.69;2;184
Lisboa;Misericrdia;Entire home/apt;190;2;0;;12;257
Lisboa;Campolide;Entire home/apt;52;1;10;2.73;1;363
Lisboa;So Vicente;Entire home/apt;65;3;0;;1;358
Cascais;Cascais e Estoril;Entire home/apt;135;2;6;1.38;4;363
Cascais;Cascais e Estoril;Entire home/apt;200;3;4;1.67;1;297
Cascais;Cascais e Estoril;Hotel room;30;2;1;0.25;12;365
Cascais;Cascais e Estoril;Hotel room;30;2;0;;12;357
Lisboa;Estrela;Entire home/apt;80;3;5;1.30;8;357
Cascais;Cascais e Estoril;Hotel room;30;2;0;;12;365
Lisboa;Ajuda;Entire home/apt;75;3;1;0.23;3;89
Lisboa;Penha de Frana;Entire home/apt;100;2;5;1.38;5;365
Lisboa;Alcntara;Entire home/apt;65;3;4;0.94;35;354
Lisboa;Campo de Ourique;Entire home/apt;80;2;2;0.71;1;324
Lisboa;Penha de Frana;Entire home/apt;100;2;6;1.61;5;365
Torres Vedras;Silveira;Entire home/apt;150;5;4;1.05;1;251
Lisboa;Santa Maria Maior;Entire home/apt;63;2;2;0.90;192;365
Lisboa;Ajuda;Hotel room;70;1;0;;3;89
Lisboa;Penha de Frana;Entire home/apt;80;3;8;2.20;1;170
Lisboa;Marvila;Entire home/apt;5000;2;0;;2;365
Lisboa;Misericrdia;Entire home/apt;80;2;9;2.97;8;363
Cascais;Cascais e Estoril;Private room;150;1;0;;8;365
Cascais;Cascais e Estoril;Private room;150;1;2;0.50;8;365
Cascais;Cascais e Estoril;Private room;150;1;0;;8;365
Cascais;Cascais e Estoril;Private room;150;1;0;;8;365
Lisboa;Arroios;Private room;55;1;2;0.49;17;364
Lisboa;Arroios;Private room;45;1;2;0.48;17;364
Lisboa;Arroios;Private room;55;1;2;0.47;17;364
Lisboa;Arroios;Private room;55;1;0;;17;364
Lisboa;Misericrdia;Private room;57;1;29;6.54;38;81
Mafra;Ericeira;Entire home/apt;150;3;1;0.29;2;362
Odivelas;Ramada e Caneas;Private room;23;1;0;;1;363
Cascais;Cascais e Estoril;Private room;52;1;1;0.33;1;72
Lisboa;Santo Antnio;Entire home/apt;60;3;2;0.54;8;360
Lisboa;Estrela;Entire home/apt;42;2;15;3.57;1;365
Lisboa;So Vicente;Entire home/apt;55;3;9;2.37;22;227
Lisboa;Penha de Frana;Entire home/apt;82;2;0;;16;18
Lisboa;Santo Antnio;Entire home/apt;120;3;0;;5;54
Lisboa;Estrela;Private room;29;1;29;6.59;4;319
Lisboa;Estrela;Private room;29;2;6;1.42;4;210
Lisboa;Santa Maria Maior;Entire home/apt;59;2;5;1.85;2;298
Lisboa;Santa Clara;Private room;35;1;3;0.91;2;14
Amadora;Alfragide;Entire home/apt;59;2;1;0.38;1;287
Lisboa;Estrela;Private room;20;4;8;2.14;2;325
Lisboa;Parque das Naes;Entire home/apt;50;1;4;0.87;2;363
Lisboa;Misericrdia;Entire home/apt;58;2;7;2.88;7;74
Cascais;Cascais e Estoril;Entire home/apt;89;1;17;4.02;1;180
Lisboa;Avenidas Novas;Entire home/apt;50;2;11;3.47;3;350
Lisboa;Avenidas Novas;Entire home/apt;130;2;7;2.08;23;309
Lisboa;Santa Maria Maior;Entire home/apt;179;2;22;5.69;1;220
Lisboa;So Vicente;Entire home/apt;52;2;6;1.33;192;365
Lisboa;So Vicente;Entire home/apt;58;2;5;1.17;192;363
Mafra;Ericeira;Entire home/apt;100;6;0;;1;364
Cascais;So Domingos de Rana;Shared room;25;2;1;0.22;1;179
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;76;2;7;1.74;9;286
Mafra;Encarnao;Entire home/apt;62;1;3;0.69;24;0
Lisboa;Parque das Naes;Private room;32;1;7;1.62;5;166
Lisboa;Santo Antnio;Entire home/apt;180;2;3;0.82;1;177
Lisboa;Penha de Frana;Private room;40;2;10;2.63;1;365
Lisboa;Arroios;Entire home/apt;300;1;0;;15;335
Lisboa;Arroios;Entire home/apt;200;3;14;3.44;1;342
Mafra;Ericeira;Private room;49;2;10;2.65;2;179
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Entire home/apt;85;3;0;;2;25
Cascais;Alcabideche;Entire home/apt;150;1;1;0.31;2;87
Lisboa;Arroios;Private room;89;1;0;;5;364
Lisboa;Estrela;Entire home/apt;75;1;15;3.85;14;166
Lourinh;Lourinh e Atalaia;Entire home/apt;299;5;0;;3;351
Mafra;Carvoeira;Entire home/apt;90;2;13;3.07;1;249
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;40;1;3;0.69;1;46
Lourinh;Lourinh e Atalaia;Entire home/apt;236;4;0;;7;262
Torres Vedras;A dos Cunhados e Maceira;Entire home/apt;99;3;3;0.82;2;352
Lisboa;Estrela;Private room;50;4;8;2.05;14;104
Lisboa;Arroios;Private room;19;1;2;0.62;78;0
Lisboa;Campo de Ourique;Entire home/apt;70;14;2;0.65;1;155
Lisboa;Estrela;Private room;50;4;2;0.56;14;125
Lisboa;Arroios;Entire home/apt;180;3;5;1.63;3;39
Lisboa;Misericrdia;Entire home/apt;58;2;2;0.46;315;333
Lisboa;Arroios;Private room;19;1;0;;78;0
Lisboa;Campo de Ourique;Private room;55;1;0;;1;365
Lisboa;Estrela;Private room;50;4;6;2.43;14;125
Lisboa;Estrela;Private room;50;4;0;;14;100
Loures;Moscavide e Portela;Private room;34;1;33;7.28;1;240
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;97;1;15;4.02;1;166
Lisboa;Misericrdia;Entire home/apt;100;1;3;0.85;5;357
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;100;2;1;0.56;1;180
Lisboa;Penha de Frana;Private room;22;1;0;;13;0
Lisboa;Estrela;Private room;50;4;5;1.12;14;119
Lisboa;Penha de Frana;Private room;29;4;3;0.80;3;146
Lisboa;Estrela;Private room;50;4;4;1.04;14;107
Lisboa;Penha de Frana;Entire home/apt;34;1;1;0.29;13;11
Lisboa;Estrela;Entire home/apt;10;1;4;1.10;11;0
Lisboa;Benfica;Private room;25;1;10;3.06;2;364
Cascais;Carcavelos e Parede;Entire home/apt;50;2;16;4.14;1;337
Lisboa;Campo de Ourique;Entire home/apt;85;3;5;1.46;4;365
Lisboa;Olivais;Entire home/apt;150;7;0;;1;337
Lisboa;Alcntara;Entire home/apt;62;1;2;0.47;176;354
Lisboa;Belm;Entire home/apt;52;1;1;0.26;176;344
Lisboa;Belm;Entire home/apt;62;1;2;1.67;176;335
Lisboa;Misericrdia;Private room;25;2;13;3.98;14;210
Lisboa;Alcntara;Entire home/apt;90;1;7;2.84;1;214
Lisboa;Santa Maria Maior;Hotel room;90;1;0;;4;344
Mafra;Carvoeira;Entire home/apt;60;5;1;0.33;1;88
Lisboa;Santa Maria Maior;Shared room;24;1;0;;4;365
Lisboa;Penha de Frana;Entire home/apt;75;1;25;6.20;10;327
Lisboa;Santa Maria Maior;Shared room;24;1;1;0.23;4;365
Lisboa;Santa Maria Maior;Hotel room;90;1;0;;4;355
Lisboa;Estrela;Entire home/apt;68;3;14;3.93;1;346
Lisboa;Parque das Naes;Entire home/apt;78;1;1;0.26;176;351
Lisboa;Penha de Frana;Entire home/apt;75;1;22;5.12;10;338
Lisboa;Penha de Frana;Entire home/apt;75;1;25;5.64;10;335
Cascais;Cascais e Estoril;Private room;45;2;5;1.27;1;90
Lisboa;Misericrdia;Private room;50;1;2;0.59;2;0
Lisboa;Santa Maria Maior;Entire home/apt;75;1;9;2.33;7;358
Lisboa;Misericrdia;Entire home/apt;50;3;17;3.95;11;337
Lisboa;Parque das Naes;Private room;60;1;9;2.35;1;260
Lisboa;Santa Maria Maior;Entire home/apt;150;3;7;1.96;7;359
Lisboa;So Domingos de Benfica;Private room;35;3;11;2.41;4;331
Lisboa;So Domingos de Benfica;Private room;30;3;12;2.61;4;0
Lourinh;Reguengo Grande;Entire home/apt;129;3;6;1.53;1;305
Lisboa;Santo Antnio;Entire home/apt;60;2;4;0.97;7;159
Vila Franca De Xira;Alverca do Ribatejo e Sobralinho;Entire home/apt;80;7;1;0.23;1;0
Lisboa;So Vicente;Entire home/apt;47;1;4;1.13;36;331
Lisboa;So Vicente;Entire home/apt;59;1;2;0.81;36;306
Cadaval;Vermelha;Entire home/apt;350;2;4;1.15;1;316
Cascais;Cascais e Estoril;Entire home/apt;69;3;1;0.27;2;365
Lisboa;Santo Antnio;Entire home/apt;130;4;1;0.34;2;175
Lisboa;Ajuda;Entire home/apt;90;1;19;4.35;3;335
Lisboa;Misericrdia;Entire home/apt;60;1;15;3.54;6;362
Lisboa;Santa Maria Maior;Entire home/apt;70;1;25;5.77;7;333
Lisboa;Misericrdia;Entire home/apt;60;1;33;8.76;6;347
Lisboa;Misericrdia;Entire home/apt;60;1;24;6.05;6;362
Cascais;Cascais e Estoril;Entire home/apt;200;2;0;;1;268
Mafra;Mafra;Entire home/apt;150;2;2;0.53;1;358
Cascais;Cascais e Estoril;Entire home/apt;300;4;0;;2;179
Lisboa;Santo Antnio;Entire home/apt;46;1;27;6.43;1;2
Lisboa;Alcntara;Entire home/apt;99;2;0;;7;179
Lisboa;Alcntara;Entire home/apt;99;2;0;;7;179
Lisboa;Misericrdia;Private room;30;1;1;0.23;2;179
Cascais;Cascais e Estoril;Entire home/apt;238;4;4;1.06;1;0
Lisboa;Lumiar;Entire home/apt;86;2;2;0.81;2;334
Cascais;Cascais e Estoril;Entire home/apt;130;3;4;1.40;3;184
Lisboa;Misericrdia;Entire home/apt;60;2;10;2.68;7;365
Cascais;Cascais e Estoril;Entire home/apt;45;2;17;3.92;1;364
Lisboa;Beato;Entire home/apt;45;2;0;;1;0
Lisboa;Lumiar;Private room;59;2;0;;2;365
Lisboa;Santa Maria Maior;Entire home/apt;125;2;3;1.18;4;83
Lisboa;Areeiro;Entire home/apt;95;1;0;;1;331
Sintra;Colares;Entire home/apt;56;3;1;0.34;1;0
Lisboa;Misericrdia;Entire home/apt;49;1;21;4.74;7;325
Lisboa;Misericrdia;Entire home/apt;49;1;19;5.38;7;345
Vila Franca De Xira;Pvoa de Santa Iria e Forte da Casa;Private room;31;1;0;;1;0
Lisboa;Santa Maria Maior;Entire home/apt;265;2;0;;2;30
Lisboa;Avenidas Novas;Entire home/apt;80;3;2;0.83;19;361
Cascais;Cascais e Estoril;Entire home/apt;255;2;3;0.83;26;311
Lisboa;Santa Maria Maior;Entire home/apt;45;1;5;1.39;1;210
Cascais;Carcavelos e Parede;Private room;28;1;8;1.92;1;78
Lourinh;Lourinh e Atalaia;Entire home/apt;80;2;4;1.07;1;364
Lisboa;Santa Maria Maior;Entire home/apt;150;3;4;1.52;11;94
Cascais;Carcavelos e Parede;Entire home/apt;180;2;5;1.44;1;346
Lisboa;Arroios;Entire home/apt;96;2;6;1.41;40;260
Lisboa;Santo Antnio;Entire home/apt;65;2;20;4.55;3;197
Lisboa;Santo Antnio;Entire home/apt;38;2;3;3;2;345
Lisboa;Arroios;Private room;19;1;5;1.11;78;0
Lisboa;Arroios;Private room;18;1;0;;78;0
Lisboa;Santo Antnio;Entire home/apt;60;1;20;5.41;1;325
Lisboa;Arroios;Private room;19;1;0;;78;0
Lisboa;Santo Antnio;Entire home/apt;180;1;13;3.12;3;288
Lisboa;Estrela;Entire home/apt;100;2;2;1.07;2;358
Odivelas;Pvoa de Santo Adrio e Olival de Basto;Entire home/apt;55;3;2;0.47;13;365
Lisboa;So Domingos de Benfica;Entire home/apt;40;2;1;0.26;1;0
Lisboa;Estrela;Entire home/apt;43;3;5;1.67;2;105
Mafra;Ericeira;Entire home/apt;200;3;1;0.29;4;131
Lisboa;So Vicente;Entire home/apt;120;3;18;4.58;1;186
Lisboa;Santo Antnio;Entire home/apt;110;2;15;3.88;1;331
Lisboa;Arroios;Private room;18;1;2;0.50;78;0
Lisboa;Arroios;Private room;16;1;0;;78;0
Lisboa;Arroios;Private room;22;1;1;0.34;78;0
Lisboa;Ajuda;Entire home/apt;160;3;3;0.71;1;75
Lisboa;So Vicente;Entire home/apt;50;3;5;1.39;20;357
Lisboa;Arroios;Private room;18;1;3;0.76;78;0
Lisboa;Misericrdia;Entire home/apt;85;2;1;1;8;365
Cascais;Cascais e Estoril;Private room;35;1;2;0.71;10;361
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Entire home/apt;79;1;1;0.36;1;82
Lisboa;Santa Maria Maior;Entire home/apt;65;3;19;5.04;22;307
Lisboa;So Vicente;Entire home/apt;65;1;9;3.21;13;174
Lisboa;Misericrdia;Entire home/apt;70;1;0;;8;357
Lisboa;Avenidas Novas;Entire home/apt;175;1;1;0.31;1;92
Mafra;Santo Isidoro;Entire home/apt;65;4;1;0.58;1;145
Amadora;Mina de gua;Private room;23;1;0;;1;92
Cascais;Cascais e Estoril;Entire home/apt;60;3;0;;5;214
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Entire home/apt;75;1;9;2.09;1;169
Lisboa;Arroios;Entire home/apt;69;2;13;3.07;1;364
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Entire home/apt;120;1;1;0.42;2;178
;;;;;;;;
Alvalade;38.75061;120;3;0;;1;0;
Lisboa;Arroios;Private room;40;1;12;4.44;2;76
Lisboa;Areeiro;Entire home/apt;95;1;7;1.78;2;107
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;90;1;0;;14;55
Loures;Loures;Shared room;14;2;0;;5;359
Lisboa;Misericrdia;Entire home/apt;150;2;1;0.24;1;87
Sintra;Rio de Mouro;Private room;16;5;0;;1;365
Lisboa;Misericrdia;Entire home/apt;79;2;15;3.49;19;102
Lisboa;Parque das Naes;Entire home/apt;106;1;3;1.50;2;259
Lisboa;Estrela;Entire home/apt;80;2;3;0.75;1;0
Lisboa;Estrela;Entire home/apt;62;1;0;;176;359
Lisboa;Santo Antnio;Entire home/apt;103;1;2;2;176;322
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;75;1;1;0.48;14;240
Lisboa;Arroios;Private room;65;1;0;;6;336
Lisboa;Arroios;Private room;85;1;0;;6;328
Sintra;S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim;Private room;110;1;0;;14;240
Lisboa;Arroios;Private room;110;1;0;;6;299
Lisboa;Arroios;Private room;120;1;0;;6;294
Lisboa;Arroios;Private room;130;1;0;;6;284
Lisboa;Arroios;Private room;140;1;0;;6;282
Lisboa;Misericrdia;Entire home/apt;999;3;11;2.62;1;346
Cascais;Cascais e Estoril;Entire home/apt;50;1;5;1.47;1;3
Lisboa;Santa Maria Maior;Entire home/apt;90;1;7;2.10;4;365
Lisboa;Avenidas Novas;Entire home/apt;67;1;0;;176;360
Lisboa;Santo Antnio;Entire home/apt;62;1;0;;176;362
Oeiras;Algs, Linda-a-Velha e Cruz Quebrada-Dafundo;Private room;50;1;2;0.53;3;0
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Private room;40;2;4;0.91;4;26
Lisboa;Estrela;Entire home/apt;180;3;1;0.27;1;37
Sintra;So Joo das Lampas e Terrugem;Entire home/apt;60;3;2;0.55;1;120
Lisboa;Arroios;Private room;25;2;10;2.38;2;0
Lisboa;Misericrdia;Private room;29;1;13;3.15;1;63
Lisboa;Santa Maria Maior;Entire home/apt;47;2;2;1.15;315;332
Lisboa;Parque das Naes;Entire home/apt;109;1;0;;5;364
Lisboa;Misericrdia;Entire home/apt;60;1;20;4.88;6;362
Lisboa;Santa Maria Maior;Entire home/apt;59;1;15;4.05;13;70
Lisboa;Belm;Private room;58;2;22;5.79;3;343
Lisboa;Misericrdia;Entire home/apt;98;30;0;;4;354
Lisboa;Misericrdia;Entire home/apt;85;2;12;3.27;18;360
Lisboa;Misericrdia;Entire home/apt;60;1;25;6.70;6;363
Lisboa;So Vicente;Entire home/apt;66;4;6;1.88;2;170
Lisboa;Estrela;Private room;75;1;0;;1;365
Lisboa;Arroios;Private room;160;1;0;;1;344
Lisboa;Parque das Naes;Entire home/apt;119;1;1;0.83;5;365
Lisboa;Parque das Naes;Entire home/apt;194;1;0;;5;365
Lisboa;Santa Maria Maior;Entire home/apt;121;2;10;2.59;3;331
Lourinh;Reguengo Grande;Private room;98;1;0;;5;360
Lisboa;Parque das Naes;Entire home/apt;70;7;4;1.01;1;345
Lisboa;Misericrdia;Entire home/apt;210;2;0;;17;74
Lisboa;So Vicente;Entire home/apt;65;4;8;2.07;2;147
Lisboa;Santo Antnio;Entire home/apt;105;3;1;0.63;1;165
Cascais;Carcavelos e Parede;Entire home/apt;65;2;1;0.24;1;347
Lisboa;Parque das Naes;Entire home/apt;36;1;14;3.68;2;178
Odivelas;Odivelas;Private room;40;1;14;3.78;1;338
Lisboa;So Vicente;Entire home/apt;50;1;15;3.44;16;357
Lisboa;Arroios;Private room;50;1;0;;2;334
Lisboa;Arroios;Private room;60;1;0;;2;362
Lisboa;Santo Antnio;Entire home/apt;64;1;7;1.68;6;365
Oeiras;Barcarena;Entire home/apt;31;1;2;0.53;16;300
Sintra;Massam e Monte Abrao;Private room;25;1;1;0.30;1;88
Mafra;Mafra;Entire home/apt;50;2;12;3.00;4;365
Lisboa;So Vicente;Entire home/apt;55;3;0;;1;0
Lisboa;Misericrdia;Entire home/apt;130;2;0;;38;25
Cascais;Cascais e Estoril;Entire home/apt;51;2;8;1.97;1;344
Lisboa;Santo Antnio;Entire home/apt;150;2;0;;38;24
Lisboa;Arroios;Entire home/apt;115;2;1;0.26;55;304
Lisboa;Arroios;Entire home/apt;63;2;0;;67;119
Cascais;Cascais e Estoril;Entire home/apt;40;2;7;1.71;8;89
Lisboa;Santa Maria Maior;Entire home/apt;100;2;12;2.83;7;144
Oeiras;Oeiras e S.Julio da Barra, Pao de Arcos e Caxias;Private room;25;3;4;1.08;4;145
